Time (msec),Engine Speed (rpm),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),Coolant Temperature (F),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),Engine Load (Calculated) (g/rev),Injector Duty Cycle (%),Ignition Total Timing (degrees),Intake Air Temperature (F),A/F Sensor #1 (AFR),Manifold Relative Pressure (psi),Intake VVT Advance Angle Right (degrees),Atmospheric Pressure (psi),Manifold Absolute Pressure (psi),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),Air Conditioning Switch (On/Off)
96886,693,-1.56,1.56,13.68,189,0.00,3.41,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
96956,700,-1.56,1.56,13.68,189,0.00,3.41,3.53,0.00,0.30,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97025,700,-1.56,1.56,13.60,189,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97093,701,-1.56,1.56,13.76,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97162,690,-1.56,1.56,13.60,189,0.00,3.41,3.53,0.00,0.29,1.36,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
97231,692,-1.56,1.56,13.76,189,0.00,3.41,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97300,701,-1.56,1.56,13.60,189,0.00,3.41,3.14,0.00,0.30,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97370,647,-1.56,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97439,706,-1.56,1.56,13.68,189,0.00,3.41,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97507,706,-1.56,1.56,13.60,189,0.00,3.41,3.53,0.00,0.29,1.36,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
97577,709,-1.56,1.56,13.76,189,0.00,3.41,3.53,0.00,0.28,1.38,16.50,93,14.70,-7.25,0,14.36,7.11,1,0,0
97645,705,-1.56,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97714,711,-1.56,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97783,709,-1.56,1.56,13.76,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
97852,710,-0.78,1.56,13.76,189,0.00,3.43,3.53,0.00,0.28,1.36,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
97922,708,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
97990,716,-0.78,1.56,13.76,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
98060,717,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
98128,719,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
98197,707,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
98266,719,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
98336,718,-0.78,1.56,13.60,189,0.00,3.41,3.53,0.00,0.28,1.39,16.50,93,14.81,-7.40,0,14.36,6.96,1,0,0
98405,722,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
98473,720,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
98543,641,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
98611,699,-0.78,1.56,13.68,189,0.00,3.43,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
98680,698,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
98750,704,-0.78,1.56,13.68,189,0.00,3.43,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
98819,708,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
98887,647,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.30,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
98957,700,-0.78,1.56,13.68,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99026,693,-0.78,1.56,13.60,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99094,698,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99163,706,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
99232,712,-0.78,0.78,13.60,189,0.00,3.41,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99302,706,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
99370,710,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
99439,768,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99508,716,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
99578,710,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99646,702,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99715,704,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99785,704,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99853,710,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99923,712,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
99991,718,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
100061,714,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
100129,716,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.28,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
100198,722,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
100268,728,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.40,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
100337,725,-1.56,0.78,13.52,189,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
100405,721,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100475,713,-1.56,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100544,706,-0.78,0.78,13.68,189,0.00,3.43,3.14,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100613,717,-1.56,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100682,716,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100751,710,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100819,702,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100888,706,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
100958,705,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101027,710,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101096,704,-1.56,0.78,13.52,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101165,698,-1.56,0.78,13.76,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101234,704,-1.56,0.78,13.60,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101302,710,-1.56,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
101372,711,-1.56,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
101440,708,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
101509,722,-1.56,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
101578,714,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101647,707,-1.56,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
101716,762,-1.56,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101786,709,-1.56,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101855,710,-1.56,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
101923,695,-0.78,0.78,13.68,189,0.00,3.43,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
101993,703,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
102061,765,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
102131,705,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
102200,700,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
102268,692,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
102337,692,-0.78,0.78,13.60,189,0.00,3.41,3.14,0.00,0.29,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102406,690,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102476,696,-0.78,0.78,13.76,189,0.00,3.41,3.14,0.00,0.30,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102544,698,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102614,693,-0.78,0.78,13.68,189,0.00,3.43,3.14,0.00,0.30,1.33,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102683,697,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102752,688,-0.78,0.78,13.60,189,0.00,3.41,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
102821,696,-0.78,0.78,13.76,189,0.00,3.43,3.14,0.00,0.30,1.34,17.00,93,14.81,-7.25,0,14.36,7.11,1,0,0
102890,701,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.30,1.33,17.00,93,14.81,-7.25,0,14.36,7.11,1,0,0
102959,694,-0.78,0.78,13.76,189,0.00,3.41,3.53,0.00,0.30,1.33,17.00,93,14.81,-7.25,0,14.36,7.11,1,0,0
103028,702,-0.78,0.78,13.68,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.81,-7.25,0,14.36,7.11,1,0,0
103097,706,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.81,-7.25,0,14.36,7.11,1,0,0
103166,712,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.81,-7.25,0,14.36,7.11,1,0,0
103235,722,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.39,16.50,93,14.81,-7.25,0,14.36,7.11,1,0,0
103304,726,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.81,-7.25,0,14.36,6.96,1,0,0
103373,718,-0.78,0.78,13.76,189,0.00,3.41,3.53,0.00,0.29,1.38,16.50,93,14.81,-7.25,0,14.36,6.96,1,0,0
103442,712,-0.78,0.78,13.68,189,0.00,3.41,3.14,0.00,0.28,1.37,16.50,93,14.81,-7.40,0,14.36,6.96,1,0,0
103511,714,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.81,-7.40,0,14.36,6.96,1,0,0
103580,720,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.81,-7.40,0,14.36,6.96,1,0,0
103649,720,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.38,17.00,93,14.81,-7.40,0,14.36,6.96,1,0,0
103718,722,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.81,-7.40,0,14.36,6.96,1,0,0
103787,711,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
103856,712,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
103925,714,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
103994,707,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
104063,707,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
104132,695,-0.78,0.78,13.76,189,0.00,3.43,3.14,0.00,0.30,1.33,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
104200,692,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.33,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
104270,690,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
104339,701,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.30,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
104408,713,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
104476,705,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
104546,699,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
104615,762,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
104684,708,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
104753,711,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
104822,704,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
104890,709,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
104960,710,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
105028,710,-0.78,0.78,13.76,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105098,704,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.30,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105167,699,-0.78,0.78,13.76,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105236,697,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
105304,704,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105374,712,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105443,705,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
105512,709,-0.78,0.78,13.52,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105581,710,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
105650,705,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
105719,762,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
105788,703,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
105857,705,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
105926,704,-0.78,0.78,13.68,189,0.00,3.41,3.14,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
105995,712,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
106064,710,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
106133,722,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
106206,726,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.39,16.50,93,14.70,-7.25,0,14.36,6.96,1,0,0
106271,730,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
106340,712,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
106409,715,-0.78,0.78,13.76,189,0.00,3.41,3.14,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
106478,721,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.28,1.40,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
106547,731,-0.78,0.78,13.76,189,0.00,3.41,3.14,0.00,0.28,1.40,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
106616,716,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.37,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
106685,712,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
106754,709,-0.78,0.78,13.68,189,0.00,3.41,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
106823,709,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
106892,708,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
106961,720,-0.78,0.78,13.68,189,0.00,3.43,3.14,0.00,0.29,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
107030,712,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107099,704,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107168,699,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107243,700,-0.78,0.78,13.52,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107305,710,-0.78,0.78,13.68,189,0.00,3.41,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107376,706,-0.78,0.78,13.60,189,0.00,3.41,3.14,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107441,714,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107513,706,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107583,702,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107651,712,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.40,0,14.36,6.96,1,0,0
107718,709,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
107795,708,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
107857,698,-0.78,0.78,13.76,189,0.00,3.41,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
107922,697,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
107986,698,-0.78,0.78,13.76,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
108066,703,-0.78,0.78,13.60,189,0.00,3.43,3.14,0.00,0.30,1.35,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
108134,711,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108203,704,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108269,687,-0.78,0.78,13.60,189,0.00,3.43,3.14,0.00,0.30,1.32,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108336,695,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108409,702,-0.78,0.78,13.60,189,0.00,3.43,3.53,0.00,0.30,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108475,708,-0.78,0.78,13.60,189,0.00,3.41,3.14,0.00,0.29,1.34,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108548,704,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108617,704,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.35,17.00,93,14.70,-7.25,0,14.36,7.11,1,0,0
108686,706,-0.78,0.78,13.68,189,0.00,3.43,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
108752,711,-0.78,0.78,13.76,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
108818,717,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.38,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
108892,716,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.36,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
108962,713,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.70,-7.25,0,14.36,6.96,1,0,0
109028,713,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.28,1.39,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
109100,719,-0.78,0.78,13.76,189,0.00,3.43,3.53,0.00,0.29,1.38,16.50,93,14.81,-7.40,0,14.36,6.96,1,0,0
109168,719,-0.78,0.78,13.60,189,0.00,3.41,3.53,0.00,0.29,1.38,16.50,93,14.81,-7.40,0,14.36,6.96,1,0,0
109233,718,0.00,0.78,13.68,189,0.00,3.41,3.14,0.00,0.29,1.37,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
109302,715,-0.78,0.78,13.68,189,0.00,3.41,3.53,0.00,0.29,1.37,17.00,93,14.81,-7.40,0,14.36,6.96,1,0,0
109368,718,-0.78,0.78,13.68,189,0.00,3.41,3.14,0.00,0.28,1.38,16.50,93,14.70,-7.40,0,14.36,6.96,1,0,0
