Time (msec),A/F Correction #1 (%),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Fuel Injector #1 Pulse Width (ms),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),CL/OL Fueling* (status),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Closed Loop Fueling Target (2-byte)* (lambda),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Feedback Knock Correction (1-byte)** (degrees),Feedback Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (4-byte)* (ms),IAM (1-byte)** (multiplier),IAM (4-byte)* (multiplier),Primary Open Loop Map Enrichment (4-byte)* (estimated AFR)
833252,0.00,13.68,190,747,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4163,0.5000,0.5000,14.70
833356,0.00,13.76,190,745,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4238,0.5000,0.5000,14.70
833461,0.00,13.68,190,751,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4295,0.5000,0.5000,14.70
833565,0.00,13.76,190,748,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4340,0.5000,0.5000,14.70
833668,0.00,13.84,190,735,0.28,2.05,3.44,3.14,0.00,8,14.60,1.00,14.69,0.27,0.00,0.00,1.4390,0.5000,0.5000,14.70
833773,0.00,13.68,190,745,0.28,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.27,0.00,0.00,1.4443,0.5000,0.5000,14.70
833877,0.00,13.84,190,746,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4547,0.5000,0.5000,14.70
833980,0.00,13.68,190,740,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4475,0.5000,0.5000,14.70
834084,0.00,13.76,190,730,0.28,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.27,0.00,0.00,1.4532,0.5000,0.5000,14.70
834189,0.00,13.84,190,749,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4570,0.5000,0.5000,14.70
834293,0.00,13.68,190,742,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4540,0.5000,0.5000,14.70
834397,0.00,13.68,190,732,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4547,0.5000,0.5000,14.70
834501,0.00,13.68,190,737,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4580,0.5000,0.5000,14.70
834605,0.00,13.76,190,742,0.28,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.27,0.00,0.00,1.4610,0.5000,0.5000,14.70
834709,0.00,13.68,190,746,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4580,0.5000,0.5000,14.70
834813,0.00,13.84,190,751,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4518,0.5000,0.5000,14.70
834917,0.00,13.76,190,760,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.27,0.00,0.00,1.4480,0.5000,0.5000,14.70
835021,0.00,13.60,190,759,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4403,0.5000,0.5000,14.70
835125,0.00,13.84,190,763,0.27,2.05,3.44,3.14,0.00,8,14.60,1.00,14.69,0.26,0.00,0.00,1.4315,0.5000,0.5000,14.70
835229,0.00,13.76,190,768,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4283,0.5000,0.5000,14.70
835333,0.00,13.68,190,756,0.27,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4207,0.5000,0.5000,14.70
835437,-0.78,13.84,190,748,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4175,0.5000,0.5000,14.70
835541,-0.78,13.76,190,756,0.28,2.05,3.49,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4270,0.5000,0.5000,14.70
835645,-0.78,13.68,190,754,0.27,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4323,0.5000,0.5000,14.70
835749,-0.78,13.76,190,750,0.28,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4347,0.5000,0.5000,14.70
835853,0.00,13.76,190,756,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4358,0.5000,0.5000,14.70
835958,0.00,13.84,190,758,0.27,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4370,0.5000,0.5000,14.70
836061,0.00,13.68,190,755,0.27,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4378,0.5000,0.5000,14.70
836166,0.00,13.68,190,774,0.27,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4350,0.5000,0.5000,14.70
836269,0.00,13.84,190,767,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4253,0.5000,0.5000,14.70
836374,0.00,13.76,190,759,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4215,0.5000,0.5000,14.70
836477,-0.78,13.76,190,767,0.28,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4223,0.5000,0.5000,14.70
836581,0.00,13.76,190,769,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4173,0.5000,0.5000,14.70
836686,-0.78,13.76,190,760,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4133,0.5000,0.5000,14.70
836789,-0.78,13.76,190,766,0.27,2.05,3.44,3.14,0.00,8,14.60,1.00,14.69,0.26,0.00,0.00,1.4130,0.5000,0.5000,14.70
836893,-0.78,13.84,190,776,0.27,2.05,3.46,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4080,0.5000,0.5000,14.70
836997,-0.78,13.84,190,774,0.27,2.05,3.49,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4093,0.5000,0.5000,14.70
837101,-0.78,13.60,190,779,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4038,0.5000,0.5000,14.70
837205,-0.78,13.76,190,772,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4018,0.5000,0.5000,14.70
837309,-0.78,13.76,190,773,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4005,0.5000,0.5000,14.70
837413,-0.78,13.68,190,776,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3987,0.5000,0.5000,14.70
837517,-0.78,13.52,190,777,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3965,0.5000,0.5000,14.70
837621,-0.78,13.68,190,766,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.3980,0.5000,0.5000,14.70
837725,-0.78,13.52,190,771,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3975,0.5000,0.5000,14.70
837830,-0.78,13.60,190,767,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3927,0.5000,0.5000,14.70
837933,-0.78,13.76,190,753,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4042,0.5000,0.5000,14.70
838037,0.00,13.76,190,752,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4115,0.5000,0.5000,14.70
838141,-0.78,13.76,190,760,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4080,0.5000,0.5000,14.70
838245,0.00,13.76,190,747,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4185,0.5000,0.5000,14.70
838349,-0.78,13.76,190,752,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4235,0.5000,0.5000,14.70
838453,-0.78,13.68,190,766,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4235,0.5000,0.5000,14.70
838557,-0.78,13.84,190,766,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4187,0.5000,0.5000,14.70
838661,-0.78,13.84,190,762,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4140,0.5000,0.5000,14.70
838765,0.00,13.76,190,768,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4133,0.5000,0.5000,14.70
838869,0.00,13.68,190,765,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4133,0.5000,0.5000,14.70
838974,0.00,13.76,190,765,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4110,0.5000,0.5000,14.70
839077,0.00,13.76,190,772,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4095,0.5000,0.5000,14.70
839181,0.00,13.68,190,759,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4070,0.5000,0.5000,14.70
839285,0.00,13.76,190,760,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4073,0.5000,0.5000,14.70
839390,-0.78,13.76,190,762,0.27,2.05,3.42,3.14,0.00,8,14.90,1.00,14.69,0.26,0.00,0.00,1.4067,0.5000,0.5000,14.70
839493,-0.78,13.76,190,754,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4118,0.5000,0.5000,14.70
839597,-0.78,13.76,190,745,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4173,0.5000,0.5000,14.70
839702,0.00,13.76,190,744,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4300,0.5000,0.5000,14.70
839806,0.00,13.84,190,746,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4375,0.5000,0.5000,14.70
839909,0.00,13.68,190,737,0.28,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4415,0.5000,0.5000,14.70
840014,0.00,13.76,190,742,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4440,0.5000,0.5000,14.70
840118,0.00,13.76,190,748,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4435,0.5000,0.5000,14.70
840222,0.00,13.68,190,747,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.27,0.00,0.00,1.4427,0.5000,0.5000,14.70
840326,0.00,13.84,190,755,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4405,0.5000,0.5000,14.70
840430,0.00,13.76,190,763,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4365,0.5000,0.5000,14.70
840534,0.00,13.68,190,766,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4305,0.5000,0.5000,14.70
840638,0.00,13.76,190,757,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4260,0.5000,0.5000,14.70
840742,0.00,13.68,190,758,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4243,0.5000,0.5000,14.70
840845,-0.78,13.84,190,750,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4278,0.5000,0.5000,14.70
840950,0.00,13.76,190,742,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4318,0.5000,0.5000,14.70
841054,0.00,13.76,190,746,0.28,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4378,0.5000,0.5000,14.70
841158,0.00,13.76,190,748,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4385,0.5000,0.5000,14.70
841262,0.00,13.68,190,754,0.27,2.05,3.44,3.14,0.00,8,14.90,1.00,14.69,0.27,0.00,0.00,1.4393,0.5000,0.5000,14.70
841366,0.00,13.84,190,745,0.28,2.05,3.44,3.14,0.00,8,14.90,1.00,14.69,0.27,0.00,0.00,1.4383,0.5000,0.5000,14.70
841470,0.00,13.84,190,757,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4410,0.5000,0.5000,14.70
841574,0.00,13.68,190,761,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4370,0.5000,0.5000,14.70
841677,0.00,13.76,190,768,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4270,0.5000,0.5000,14.70
841781,0.00,13.76,190,767,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4215,0.5000,0.5000,14.70
841885,0.00,13.76,190,768,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4163,0.5000,0.5000,14.70
841990,-0.78,13.84,190,767,0.27,2.05,3.44,3.14,0.00,8,14.90,1.00,14.69,0.26,0.00,0.00,1.4127,0.5000,0.5000,14.70
842093,-0.78,13.76,190,776,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4067,0.5000,0.5000,14.70
842198,-0.78,13.76,190,761,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4040,0.5000,0.5000,14.70
842301,0.00,13.68,190,764,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4067,0.5000,0.5000,14.70
842405,0.00,13.76,190,778,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4047,0.5000,0.5000,14.70
842510,0.00,13.76,190,768,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4010,0.5000,0.5000,14.70
842614,0.00,13.76,190,764,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4022,0.5000,0.5000,14.70
842718,0.00,13.68,190,765,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4042,0.5000,0.5000,14.70
842821,0.00,13.68,190,747,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4123,0.5000,0.5000,14.70
842926,-0.78,13.84,190,737,0.28,2.05,3.49,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4230,0.5000,0.5000,14.70
843029,0.00,13.68,190,744,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4380,0.5000,0.5000,14.70
843134,0.00,13.76,190,754,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4407,0.5000,0.5000,14.70
843237,0.00,13.68,190,750,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4405,0.5000,0.5000,14.70
843342,0.00,13.68,190,755,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.27,0.00,0.00,1.4378,0.5000,0.5000,14.70
843446,0.00,13.84,190,771,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4333,0.5000,0.5000,14.70
843550,0.00,13.68,190,770,0.26,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4210,0.5000,0.5000,14.70
843654,0.00,13.84,190,774,0.27,2.05,3.44,3.14,0.00,8,14.60,1.00,14.69,0.26,0.00,0.00,1.4115,0.5000,0.5000,14.70
843758,0.00,13.84,190,769,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4093,0.5000,0.5000,14.70
843862,0.00,13.68,190,765,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4093,0.5000,0.5000,14.70
843966,0.00,13.76,190,768,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4067,0.5000,0.5000,14.70
844070,-0.78,13.76,190,779,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4038,0.5000,0.5000,14.70
844174,0.00,13.76,190,774,0.26,2.05,3.44,3.14,0.00,8,14.50,1.00,14.69,0.26,0.00,0.00,1.3967,0.5000,0.5000,14.70
844278,-0.78,13.76,190,773,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3938,0.5000,0.5000,14.70
844382,-0.78,13.76,190,766,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3958,0.5000,0.5000,14.70
844486,-0.78,13.76,190,762,0.27,2.05,3.42,3.14,0.00,8,14.60,1.00,14.69,0.26,0.00,0.00,1.3982,0.5000,0.5000,14.70
844590,0.00,13.76,190,762,0.27,2.05,3.42,3.14,0.00,8,14.60,1.00,14.69,0.26,0.00,0.00,1.4013,0.5000,0.5000,14.70
844694,0.00,13.76,190,774,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4020,0.5000,0.5000,14.70
844798,0.00,13.76,190,750,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4038,0.5000,0.5000,14.70
844902,0.00,13.60,190,751,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4115,0.5000,0.5000,14.70
845006,0.00,13.68,190,754,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4158,0.5000,0.5000,14.70
845110,0.00,13.60,190,758,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4223,0.5000,0.5000,14.70
845214,0.00,13.84,190,762,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4205,0.5000,0.5000,14.70
845318,0.00,13.60,190,763,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4180,0.5000,0.5000,14.70
845422,0.00,13.68,190,762,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4193,0.5000,0.5000,14.70
845526,0.00,13.76,190,759,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4195,0.5000,0.5000,14.70
845630,0.00,13.68,190,767,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4195,0.5000,0.5000,14.70
845734,0.00,13.76,190,778,0.26,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4107,0.5000,0.5000,14.70
845838,0.00,13.84,190,780,0.26,2.05,3.44,3.14,0.00,8,14.90,1.00,14.69,0.26,0.00,0.00,1.4005,0.5000,0.5000,14.70
845942,0.00,13.68,190,772,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.3975,0.5000,0.5000,14.70
846046,0.00,13.76,190,776,0.26,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.3955,0.5000,0.5000,14.70
846150,0.00,13.76,190,766,0.27,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.3940,0.5000,0.5000,14.70
846254,-0.78,13.76,190,752,0.28,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4015,0.5000,0.5000,14.70
846358,-0.78,13.84,190,765,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4080,0.5000,0.5000,14.70
846462,0.00,13.76,190,760,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4095,0.5000,0.5000,14.70
846566,0.00,13.76,190,757,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4118,0.5000,0.5000,14.70
846670,0.00,13.76,190,760,0.27,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4155,0.5000,0.5000,14.70
846774,0.00,13.76,190,745,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4185,0.5000,0.5000,14.70
846878,0.00,13.76,190,742,0.28,2.05,3.39,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4273,0.5000,0.5000,14.70
846982,0.00,13.84,190,756,0.27,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4275,0.5000,0.5000,14.70
847086,0.00,13.76,190,756,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4287,0.5000,0.5000,14.70
847190,0.00,13.68,190,758,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4260,0.5000,0.5000,14.70
847294,0.00,13.76,190,761,0.27,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4227,0.5000,0.5000,14.70
847398,0.00,13.68,190,752,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4227,0.5000,0.5000,14.70
847502,0.00,13.76,190,760,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4227,0.5000,0.5000,14.70
847606,0.00,13.76,190,772,0.27,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4207,0.5000,0.5000,14.70
847710,0.00,13.68,190,756,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4140,0.5000,0.5000,14.70
847814,0.00,13.68,190,755,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4093,0.5000,0.5000,14.70
847918,0.00,13.76,190,767,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4180,0.5000,0.5000,14.70
848022,0.00,13.76,190,768,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4153,0.5000,0.5000,14.70
848126,0.00,13.84,190,764,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4118,0.5000,0.5000,14.70
848230,0.00,13.68,190,778,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4095,0.5000,0.5000,14.70
848334,0.00,13.76,190,772,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4047,0.5000,0.5000,14.70
848438,0.00,13.76,190,760,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4065,0.5000,0.5000,14.70
848542,0.00,13.76,190,767,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4098,0.5000,0.5000,14.70
848647,0.00,13.76,190,756,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4135,0.5000,0.5000,14.70
848750,0.00,13.76,190,754,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4165,0.5000,0.5000,14.70
848854,0.00,13.76,190,776,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4158,0.5000,0.5000,14.70
848958,0.00,13.76,190,771,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4125,0.5000,0.5000,14.70
849062,0.00,13.76,190,762,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4135,0.5000,0.5000,14.70
849167,0.00,13.76,190,776,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4135,0.5000,0.5000,14.70
849270,0.00,13.84,190,776,0.26,2.05,3.42,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4062,0.5000,0.5000,14.70
849374,0.00,13.76,190,767,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4013,0.5000,0.5000,14.70
849478,0.00,13.68,190,766,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4013,0.5000,0.5000,14.70
849582,0.00,13.76,190,757,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4075,0.5000,0.5000,14.70
849686,0.00,13.76,190,748,0.27,2.05,3.44,3.14,0.00,8,14.80,1.00,14.69,0.26,0.00,0.00,1.4110,0.5000,0.5000,14.70
849790,0.00,13.76,190,748,0.28,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4215,0.5000,0.5000,14.70
849894,0.00,13.84,190,762,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4240,0.5000,0.5000,14.70
849998,0.00,13.68,190,748,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4250,0.5000,0.5000,14.70
850102,0.00,13.76,190,752,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4267,0.5000,0.5000,14.70
850206,0.00,13.84,190,768,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4210,0.5000,0.5000,14.70
850310,0.00,13.76,190,759,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4145,0.5000,0.5000,14.70
850414,0.00,13.76,190,757,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4143,0.5000,0.5000,14.70
850518,0.00,13.68,190,761,0.27,2.05,3.44,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4185,0.5000,0.5000,14.70
850622,0.00,13.68,190,756,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4210,0.5000,0.5000,14.70
850726,0.00,13.84,190,764,0.27,2.05,3.42,3.14,0.00,8,14.70,1.00,14.69,0.26,0.00,0.00,1.4185,0.5000,0.5000,14.70
