Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Feedback Knock Correction (4-byte)* (degrees),Gear (Calculated)* (position),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Final Fueling Base (4-byte)* (lambda),Ignition Total Timing (degrees)
234663,-11.72,2.34,1,13.68,198,644,0.5000,3.77,15.50,14.36,8,14.69,0.35,0.35,0.00,1,102,0,0.00,17,8.27,3.53,1.00,16.50
234767,-11.72,2.34,1,13.68,198,655,0.5000,3.77,15.50,14.36,8,14.69,0.35,0.35,0.00,1,102,0,0.00,17,8.27,3.53,1.00,16.50
234871,-11.72,2.34,1,13.60,198,683,0.5000,3.77,15.50,14.36,8,14.69,0.34,0.33,0.00,1,102,0,0.00,17,8.27,3.53,1.00,16.00
234976,-10.94,2.34,1,13.60,198,697,0.5000,3.74,15.40,14.36,8,14.69,0.34,0.32,0.00,1,102,0,0.00,17,8.13,3.53,1.00,19.50
235079,-10.94,2.34,1,13.44,198,731,0.5000,4.25,15.50,14.36,8,14.69,0.35,0.36,0.00,1,102,0,0.00,17,8.27,7.45,0.92,19.00
235183,-10.94,2.34,1,13.76,198,772,0.5000,6.02,15.40,14.36,8,14.69,0.37,0.47,0.00,1,102,0,0.00,17,9.58,7.84,0.83,20.00
235287,-10.16,2.34,2,13.60,198,832,0.5000,6.47,15.30,14.36,8,14.69,0.41,0.47,0.00,1,102,0,0.00,17,10.16,8.24,0.89,21.00
235391,-7.81,2.34,2,13.68,198,925,0.5000,6.69,15.30,14.36,8,14.67,0.42,0.44,0.00,1,102,0,0.00,17,10.59,8.63,0.99,22.50
235495,-4.69,2.34,2,13.44,198,1033,0.5000,6.96,15.60,14.36,8,14.64,0.42,0.42,0.00,1,102,0,0.00,17,10.74,8.63,0.99,24.00
235599,1.56,2.34,2,13.52,198,1084,0.5000,7.10,16.20,14.36,8,14.63,0.41,0.40,0.00,1,102,0,0.00,17,10.45,8.63,0.99,25.00
235703,7.03,2.34,2,13.76,198,1141,0.5000,7.29,16.50,14.36,8,14.63,0.40,0.39,0.00,1,102,0,0.00,17,10.16,8.24,0.99,25.00
235807,10.16,2.34,2,13.68,198,1203,0.5000,7.96,17.00,14.36,8,14.62,0.41,0.43,0.00,1,102,0,0.00,17,10.45,11.76,0.92,25.50
235911,11.72,0.00,2,13.60,198,1248,0.5000,9.61,17.10,14.36,8,14.60,0.44,0.48,0.00,1,102,0,0.00,17,11.17,13.33,0.91,27.00
236015,13.28,0.00,3,13.60,198,1300,0.5000,10.34,16.70,14.36,8,14.60,0.46,0.48,0.00,1,102,0,0.00,17,11.61,13.33,0.99,29.00
236119,20.31,0.00,3,13.60,198,1352,0.5000,10.59,16.80,14.36,8,14.59,0.47,0.47,0.00,1,102,0,0.00,17,11.75,13.33,0.99,30.50
236223,24.22,0.00,3,13.60,198,1427,0.5000,10.85,16.90,14.36,8,14.59,0.47,0.47,0.00,1,102,0,0.00,17,11.61,13.33,0.99,32.00
236327,25.00,0.00,3,13.60,198,1464,0.5000,11.20,16.70,14.36,8,14.59,0.47,0.46,0.00,1,102,0,0.00,17,11.46,13.33,0.99,32.50
236431,24.22,0.00,3,13.52,198,1498,0.5000,11.57,16.10,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,11.32,12.94,0.99,33.50
236535,22.66,0.00,3,13.52,198,1497,0.5000,11.74,15.20,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,11.17,12.94,0.99,33.50
236639,21.88,0.00,3,13.60,198,1518,0.5000,11.85,14.50,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,11.17,12.55,1.00,34.00
236743,21.88,0.00,3,13.52,198,1531,0.5000,11.67,14.30,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,10.88,12.16,1.00,34.00
236847,20.31,0.00,3,13.60,198,1523,0.5000,11.85,14.30,14.36,8,14.58,0.47,0.46,0.00,1,102,0,0.00,17,10.74,12.16,1.00,34.00
236952,17.97,0.00,3,13.68,198,1541,0.5000,11.81,14.10,14.36,8,14.58,0.47,0.46,0.00,1,102,0,0.00,17,10.59,12.16,1.00,34.50
237055,17.97,0.00,3,13.52,198,1555,0.5000,12.04,14.00,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,10.59,11.76,1.00,34.50
237159,16.41,0.00,3,13.52,198,1551,0.5000,12.05,14.10,14.36,8,14.58,0.47,0.46,0.00,1,102,0,0.00,17,10.45,11.76,1.00,34.50
237263,15.62,0.00,3,13.60,196,1580,0.5000,12.13,14.00,14.36,8,14.58,0.47,0.46,0.00,1,102,0,0.00,17,10.45,12.16,1.00,35.00
237367,14.84,0.00,3,13.60,196,1596,0.5000,12.35,14.10,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,10.45,12.16,1.00,35.50
237471,14.06,0.00,3,13.52,196,1613,0.5000,12.51,14.10,14.36,8,14.58,0.47,0.47,0.00,1,102,0,0.00,17,10.45,12.16,1.00,35.50
237575,14.06,0.00,3,13.52,196,1612,0.5000,12.51,14.20,14.36,8,14.57,0.47,0.47,0.00,1,102,0,0.00,17,10.30,12.55,1.00,35.50
237679,13.28,0.00,3,13.36,196,1636,0.5000,13.06,14.30,14.36,8,14.57,0.47,0.48,0.00,1,102,0,0.00,17,10.59,12.94,1.00,36.50
237783,14.06,0.00,3,13.60,196,1663,0.5000,13.44,14.40,14.36,8,14.57,0.48,0.49,0.00,1,102,0,0.00,17,10.59,13.73,1.00,37.00
237887,14.84,0.00,3,13.52,196,1704,0.5000,14.02,14.60,14.36,8,14.57,0.49,0.50,0.00,1,102,0,0.00,17,11.03,14.51,1.00,37.50
237991,16.41,0.00,3,13.52,196,1743,0.5000,14.19,14.90,14.36,8,14.57,0.49,0.50,0.00,1,102,0,0.00,17,11.03,14.51,1.00,38.50
238096,17.97,0.00,3,13.44,196,1775,0.5000,14.43,15.20,14.36,8,14.57,0.49,0.49,0.00,1,102,0,0.00,17,11.17,14.51,1.00,39.00
238199,18.75,0.00,3,13.60,196,1795,0.5000,14.43,15.20,14.36,8,14.57,0.49,0.48,0.00,1,102,0,0.00,17,10.88,14.51,1.00,39.00
238303,20.31,0.00,3,13.60,196,1820,0.5000,14.60,15.10,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,10.88,14.51,1.00,39.00
238408,21.09,0.00,3,13.60,196,1838,0.5000,14.72,15.10,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,10.88,14.51,1.00,39.00
238512,21.88,0.00,3,13.60,196,1877,0.5000,14.90,15.00,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,10.74,14.51,1.00,39.00
238616,22.66,0.00,3,13.52,196,1896,0.5000,14.91,14.90,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,10.74,14.51,1.00,39.50
238720,22.66,0.00,3,13.60,196,1916,0.5000,15.13,14.80,14.36,8,14.57,0.48,0.47,0.00,1,102,0,0.00,17,10.74,14.51,0.99,39.50
238823,23.44,0.00,3,13.52,196,1960,0.5000,15.26,14.70,14.36,8,14.57,0.47,0.47,0.00,1,102,0,0.00,17,10.74,15.29,0.99,40.00
238927,24.22,0.00,3,13.52,196,1980,0.5000,15.76,14.80,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,11.03,16.08,0.99,40.50
239031,25.00,0.00,3,13.52,196,2032,0.5000,16.11,15.00,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,11.03,16.08,0.99,41.00
239136,25.00,0.00,3,13.44,196,2052,0.5000,16.17,15.20,14.36,8,14.57,0.48,0.48,0.00,1,102,0,0.00,17,11.03,15.69,0.99,41.00
239239,25.00,0.00,3,13.60,196,2099,0.5000,16.38,15.30,14.36,8,14.58,0.47,0.48,0.00,1,102,0,0.00,17,10.88,15.69,0.99,41.00
239344,25.00,0.00,3,13.52,196,2109,0.5000,16.31,15.30,14.36,8,14.58,0.47,0.46,0.00,1,102,0,0.00,17,10.88,15.29,0.99,41.00
239447,25.00,0.00,3,13.60,196,2136,0.5000,16.03,15.10,14.36,8,14.58,0.46,0.45,0.00,1,102,0,0.00,17,10.59,15.29,0.99,40.50
239552,25.00,0.00,3,13.52,196,2170,0.5000,16.03,14.90,14.36,8,14.58,0.45,0.45,0.00,1,102,0,0.00,17,10.30,14.90,1.00,40.50
239656,25.00,0.00,3,13.52,196,2190,0.5000,15.97,15.20,14.36,8,14.58,0.44,0.44,0.00,1,102,0,0.00,17,10.16,14.90,1.00,40.50
239760,25.00,0.00,3,13.52,196,2194,0.5000,16.17,15.20,14.36,8,14.58,0.44,0.44,0.00,1,102,0,0.00,17,10.01,14.90,1.00,40.00
239863,25.00,0.00,3,13.60,196,2226,0.5000,16.17,14.70,14.36,8,14.58,0.44,0.43,0.00,1,102,0,0.00,17,10.01,14.90,1.00,40.50
239968,25.00,0.00,3,13.52,196,2236,0.5000,16.04,14.70,14.36,8,14.59,0.43,0.43,0.00,1,102,0,0.00,17,9.87,14.51,1.00,40.00
240072,25.00,0.00,3,13.52,196,2176,0.5000,16.04,14.80,14.36,8,14.58,0.43,0.44,0.00,1,102,0,0.00,17,9.87,14.90,0.99,25.00
240176,25.00,0.00,3,13.52,196,1994,0.5000,16.17,14.80,14.36,8,14.57,0.46,0.48,0.00,1,102,0,0.00,17,10.01,14.51,0.99,25.00
240280,25.00,0.00,3,13.68,196,1895,0.5000,15.63,14.60,14.36,8,14.57,0.48,0.50,0.00,1,102,0,0.00,17,10.45,14.51,0.99,31.00
240384,24.22,0.00,3,13.60,196,1852,0.5000,15.55,14.40,14.36,8,14.57,0.49,0.50,0.00,1,102,0,0.00,17,10.74,14.51,0.99,39.50
240488,23.44,0.00,3,13.68,196,1805,0.5000,15.20,14.40,14.36,8,14.57,0.50,0.49,0.00,1,102,0,0.00,17,10.88,14.51,0.99,39.50
240592,22.66,0.00,3,13.52,196,1776,0.5000,15.02,14.20,14.36,8,14.57,0.50,0.50,0.00,1,102,0,0.00,17,10.88,14.51,0.99,39.50
240696,21.09,0.00,3,13.44,196,1767,0.5000,15.03,14.10,14.36,8,14.58,0.51,0.51,0.00,1,102,0,0.00,17,11.03,14.51,0.99,39.50
240800,20.31,0.00,3,13.60,196,1776,0.5000,15.32,14.10,14.36,8,14.58,0.51,0.52,0.00,2,102,0,0.00,17,11.17,14.90,0.99,40.00
240904,19.53,0.00,3,13.52,196,1809,0.5000,15.38,14.10,14.36,8,14.58,0.51,0.52,0.00,2,102,0,0.00,17,11.17,14.90,0.99,40.00
241008,19.53,0.00,3,13.68,196,1822,0.5000,15.32,14.30,14.36,8,14.58,0.51,0.51,0.00,2,102,0,0.00,17,11.17,14.90,0.99,40.00
241112,19.53,0.00,3,13.52,196,1829,0.5000,15.26,14.30,14.36,8,14.58,0.51,0.51,0.00,2,102,0,0.00,17,11.03,14.90,0.99,40.00
241216,18.75,0.00,3,13.44,196,1833,0.5000,15.38,14.30,14.36,8,14.58,0.50,0.51,0.00,2,104,0,0.00,17,11.17,14.90,0.99,40.00
241320,18.75,0.00,3,13.60,196,1822,0.5000,15.38,14.40,14.36,8,14.58,0.51,0.51,0.00,2,104,0,0.00,17,11.03,14.90,0.99,40.00
241424,18.75,0.00,3,13.60,196,1831,0.5000,15.44,14.50,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.17,14.90,0.99,40.00
241528,18.75,0.00,3,13.60,196,1856,0.5000,15.38,14.50,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.03,14.90,0.99,40.00
241632,19.53,0.00,3,13.44,196,1860,0.5000,15.26,14.50,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.03,14.90,0.99,40.00
241736,19.53,0.00,3,13.44,196,1868,0.5000,15.56,14.50,14.36,8,14.58,0.50,0.51,0.00,2,104,0,0.00,17,11.17,15.29,0.99,40.50
241840,19.53,0.00,3,13.44,196,1863,0.5000,15.76,14.40,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.17,15.29,0.99,40.50
241943,20.31,0.00,3,13.36,196,1874,0.5000,15.76,14.60,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.17,15.29,0.99,40.50
242048,21.09,0.00,3,13.68,196,1898,0.5000,15.90,14.70,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.17,15.29,0.99,40.50
242151,21.09,0.00,3,13.52,196,1912,0.5000,15.57,14.80,14.36,8,14.58,0.50,0.49,0.00,2,104,0,0.00,17,11.17,15.29,0.99,40.50
242256,21.09,0.00,3,13.52,196,1908,0.5000,15.97,14.70,14.36,8,14.57,0.50,0.50,0.00,2,104,0,0.00,17,11.17,15.29,0.99,41.00
242360,21.88,0.00,3,13.52,196,1928,0.5000,15.90,14.70,14.36,8,14.58,0.50,0.50,0.00,2,104,0,0.00,17,11.17,15.29,0.99,40.50
242464,21.88,0.00,3,13.52,196,1932,0.5000,16.04,14.80,14.36,8,14.58,0.50,0.50,0.00,2,104,1,0.00,17,11.17,15.29,0.99,41.00
242568,22.66,0.00,3,13.68,196,1925,0.5000,16.04,14.70,14.36,8,14.58,0.50,0.50,0.00,2,104,1,0.00,17,11.17,15.29,0.99,41.00
242673,22.66,0.00,3,13.52,196,1950,0.5000,15.97,14.60,14.36,8,14.58,0.50,0.50,0.00,2,104,1,0.00,17,11.17,15.29,0.99,41.00
242777,22.66,0.00,3,13.52,196,1940,0.5000,15.97,14.60,14.36,8,14.57,0.49,0.49,0.00,2,104,1,0.00,17,11.03,15.29,0.99,41.00
242880,22.66,0.00,3,13.52,196,1947,0.5000,15.90,14.60,14.36,8,14.57,0.49,0.48,0.00,2,104,2,0.00,17,11.03,14.90,0.99,40.50
242984,22.66,0.00,3,13.60,196,1972,0.5000,15.83,14.50,14.36,8,14.57,0.49,0.49,0.00,2,104,2,0.00,17,10.88,14.90,0.99,40.50
243088,22.66,0.00,3,13.68,196,1968,0.5000,15.90,14.50,14.36,8,14.57,0.48,0.48,0.00,2,104,2,0.00,17,10.74,14.51,0.99,40.50
243192,21.88,0.00,3,13.44,196,1993,0.5000,15.62,14.40,14.36,8,14.57,0.48,0.47,0.00,2,104,3,0.00,17,10.74,14.51,0.99,40.50
243296,21.88,0.00,3,13.44,196,1984,0.5000,16.03,14.40,14.36,8,14.57,0.48,0.48,0.00,2,104,2,0.00,17,10.59,14.51,0.99,40.50
243400,21.88,0.00,3,13.52,196,2016,0.5000,15.76,14.50,14.36,8,14.57,0.48,0.48,0.00,2,104,3,0.00,17,10.59,14.51,0.99,40.50
243505,22.66,0.00,3,13.60,196,2014,0.5000,15.90,14.50,14.36,8,14.57,0.47,0.47,0.00,2,104,4,0.00,17,10.59,14.51,0.99,40.50
243608,22.66,0.00,3,13.60,196,2044,0.5000,15.97,14.40,14.36,8,14.57,0.47,0.47,0.00,2,104,4,0.00,17,10.59,14.51,0.99,40.50
243712,22.66,0.00,3,13.52,196,2040,0.5000,16.03,14.50,14.36,8,14.57,0.47,0.46,0.00,2,104,4,0.00,17,10.45,14.51,0.99,40.50
243817,23.44,0.00,3,13.44,196,2068,0.5000,15.90,14.60,14.36,8,14.57,0.46,0.46,0.00,2,104,5,0.00,17,10.45,13.73,0.99,40.50
243920,23.44,0.00,3,13.52,196,2050,0.5000,14.68,14.60,14.36,8,14.57,0.44,0.42,0.00,2,104,5,0.00,17,9.72,10.98,1.06,40.00
244025,21.09,0.00,3,13.68,196,2018,0.5000,11.73,14.30,14.36,8,14.57,0.39,0.34,0.00,2,104,5,0.00,17,8.27,7.84,1.08,38.50
244128,15.62,0.00,3,13.60,196,1955,0.5000,9.94,13.70,14.36,8,14.56,0.34,0.30,0.00,2,104,6,0.00,17,7.25,6.67,1.09,36.50
244232,12.50,0.00,2,12.96,196,1944,0.5000,8.62,13.00,14.36,8,14.55,0.30,0.26,0.00,2,104,7,0.00,17,6.24,6.27,1.00,32.00
244336,8.59,0.00,2,13.52,196,1928,0.5000,8.31,12.50,14.36,8,14.55,0.27,0.26,0.00,2,104,7,0.00,17,5.80,6.27,1.00,29.00
244440,4.69,0.00,2,13.52,196,1894,0.5000,8.07,12.10,14.36,8,14.56,0.26,0.25,0.00,2,104,8,0.00,17,5.51,6.27,1.00,27.00
244544,0.00,0.00,2,13.60,196,1831,0.5000,7.95,11.90,14.36,8,14.56,0.26,0.26,0.00,2,104,8,0.00,17,5.37,6.27,1.00,25.00
244648,0.00,0.00,2,13.44,196,1632,0.5000,7.83,11.80,14.36,10,14.57,0.27,0.28,0.00,2,104,9,0.00,17,5.37,6.27,1.00,7.50
244752,0.00,0.00,2,13.52,196,1371,0.5000,7.56,12.20,14.36,10,14.58,0.29,0.33,0.00,2,104,10,0.00,17,5.51,5.49,0.91,18.50
244857,0.00,0.00,2,13.52,196,1169,0.5000,7.29,13.10,14.36,10,14.60,0.32,0.36,0.00,2,104,10,0.00,17,5.80,5.49,0.90,17.00
244960,0.00,0.00,2,13.44,196,1087,0.5000,7.00,13.10,14.36,10,14.61,0.34,0.38,0.00,2,104,3,0.00,17,5.95,4.71,1.00,17.00
245064,0.00,0.00,2,13.68,196,982,0.5000,6.49,14.70,14.36,10,14.64,0.36,0.39,0.00,3,104,2,0.00,17,6.09,4.71,1.00,21.50
245168,0.00,0.00,2,13.52,196,912,0.5000,6.31,15.60,14.36,10,14.66,0.37,0.41,0.00,3,104,0,0.00,17,6.38,4.71,0.93,21.50
245272,0.00,0.00,2,13.60,196,866,0.5000,6.35,16.50,14.36,10,14.67,0.39,0.44,0.00,3,104,0,0.00,17,6.67,5.10,0.91,21.50
245377,0.00,0.00,2,13.76,196,944,0.5000,6.35,18.60,14.36,10,14.68,0.40,0.40,0.00,3,104,0,0.00,17,7.11,4.71,1.00,21.00
245481,0.00,0.00,2,13.60,196,1135,0.5000,6.27,22.00,14.36,10,14.63,0.38,0.34,0.00,3,104,0,0.00,17,7.11,5.10,1.08,12.00
245584,0.00,0.00,2,13.60,196,1228,0.5000,6.14,24.00,14.36,10,14.61,0.35,0.30,0.00,3,104,0,0.00,17,6.67,4.71,1.09,17.00
245688,0.00,0.00,2,13.60,196,1294,0.5000,5.95,18.00,14.36,10,14.60,0.31,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.06,17.00
245792,0.00,0.00,2,13.68,196,1297,0.5000,6.01,13.00,14.36,10,14.60,0.30,0.28,0.00,3,104,0,0.00,17,5.95,5.10,1.00,17.50
245896,0.00,0.00,2,13.60,196,1266,0.5000,6.11,12.30,14.36,10,14.60,0.29,0.29,0.00,3,104,0,0.00,17,5.80,5.10,1.00,17.00
246000,-3.12,0.00,2,13.68,196,1256,0.5000,6.08,12.10,14.36,8,14.60,0.29,0.29,0.00,3,104,0,0.00,17,5.66,5.10,1.00,18.00
246105,-6.25,0.00,2,13.68,196,1270,0.5000,6.38,12.10,14.36,8,14.60,0.29,0.31,0.00,3,104,0,0.00,17,5.80,6.27,1.00,21.50
246208,-10.16,0.00,2,13.60,196,1308,0.5000,6.80,12.20,14.36,8,14.60,0.30,0.32,0.00,3,104,0,0.00,17,6.09,6.27,1.00,24.00
246313,-10.94,0.00,2,13.60,198,1317,0.5000,6.88,12.30,14.36,8,14.60,0.31,0.31,0.00,3,104,0,0.00,17,6.09,6.27,1.00,25.00
246417,-11.72,0.00,2,13.60,198,1316,0.5000,6.89,12.50,14.36,8,14.60,0.31,0.31,0.00,3,104,0,0.00,17,6.24,6.27,1.00,25.00
246521,-10.94,0.00,2,13.60,198,1328,0.5000,6.90,12.80,14.36,8,14.60,0.31,0.32,0.00,3,104,0,0.00,17,6.24,6.27,1.00,25.00
246624,-10.94,0.00,2,13.68,198,1333,0.5000,6.84,13.10,14.36,8,14.59,0.31,0.31,0.00,3,104,0,0.00,17,6.24,5.88,1.00,25.00
246729,-10.94,0.00,2,13.52,198,1323,0.5000,6.70,13.50,14.36,8,14.59,0.31,0.30,0.00,3,104,0,0.00,17,6.09,5.88,1.00,25.00
246833,-11.72,0.00,2,13.52,198,1324,0.5000,6.38,13.80,14.36,8,14.60,0.30,0.28,0.00,3,104,0,0.00,17,5.95,5.49,1.00,25.00
246936,-11.72,0.00,2,13.60,198,1325,0.5000,6.14,14.10,14.36,8,14.60,0.29,0.28,0.00,3,104,0,0.00,17,5.80,5.49,1.00,24.50
247041,-12.50,0.00,2,13.68,198,1308,0.5000,6.11,14.10,14.36,8,14.60,0.28,0.28,0.00,3,104,0,0.00,17,5.66,5.49,1.00,24.00
247145,-12.50,0.00,2,13.68,198,1309,0.5000,6.04,14.20,14.36,8,14.60,0.28,0.27,0.00,3,104,0,0.00,17,5.66,5.49,1.00,24.00
247248,-13.28,0.00,2,13.44,198,1321,0.5000,6.01,14.20,14.36,8,14.60,0.28,0.28,0.00,3,104,0,0.00,17,5.66,5.49,1.00,23.50
247353,-14.06,0.00,2,13.52,198,1313,0.5000,5.88,14.10,14.36,8,14.60,0.27,0.27,0.00,3,104,0,0.00,17,5.66,5.10,1.00,22.50
247457,-14.06,0.00,2,13.52,198,1294,0.5000,5.75,14.10,14.36,8,14.60,0.27,0.26,0.00,3,104,0,0.00,17,5.51,5.10,1.00,20.50
247560,-14.06,0.00,2,13.68,198,1284,0.5000,5.66,14.20,14.36,8,14.60,0.27,0.26,0.00,3,104,0,0.00,17,5.51,5.10,1.00,19.50
247665,0.00,0.00,2,13.60,198,1248,0.5000,5.66,14.20,14.36,8,14.60,0.27,0.27,0.00,3,104,0,0.00,17,5.51,5.10,1.00,17.50
247769,0.00,0.00,2,13.60,198,1224,0.5000,5.63,14.40,14.36,10,14.60,0.27,0.28,0.00,3,104,0,0.00,17,5.51,5.10,1.00,17.00
247873,0.00,0.00,2,13.68,198,1214,0.5000,5.63,14.10,14.36,10,14.60,0.27,0.28,0.00,3,104,0,0.00,17,5.51,4.71,1.00,17.00
247976,0.00,0.00,1,13.60,198,1210,0.5000,5.56,15.40,14.36,10,14.60,0.27,0.28,0.00,3,104,0,0.00,17,5.66,4.71,1.00,17.00
248081,0.00,0.00,1,13.44,198,1115,0.5000,5.50,16.20,14.36,10,14.61,0.28,0.30,0.00,3,104,0,0.00,17,5.66,4.71,1.00,16.50
248185,0.00,0.00,1,13.12,198,1023,0.5000,5.50,16.60,14.36,10,14.63,0.29,0.32,0.00,3,104,0,0.00,17,5.80,4.71,1.00,21.50
248289,0.00,0.00,1,13.52,198,946,0.5000,5.50,17.40,14.36,10,14.65,0.31,0.35,0.00,3,104,0,0.00,17,6.24,4.71,0.92,21.50
248393,0.00,0.78,1,13.52,198,901,0.5000,5.50,19.20,14.36,10,14.66,0.32,0.37,0.00,3,104,0,0.00,17,6.53,4.71,0.91,21.50
248496,0.00,0.78,1,13.60,198,841,0.5000,5.50,20.90,14.36,10,14.68,0.34,0.39,0.00,3,104,0,0.00,17,6.82,5.10,1.00,21.50
248601,0.00,0.78,1,13.68,198,1101,0.5000,5.53,23.60,14.36,10,14.66,0.33,0.32,0.00,3,104,0,0.00,17,7.25,5.10,1.07,16.50
248705,0.00,2.34,1,13.60,198,1253,0.5000,5.43,31.50,14.36,10,14.61,0.31,0.26,0.00,3,104,0,0.00,17,6.82,4.71,1.09,16.50
248809,0.00,2.34,1,13.60,198,1354,0.5000,5.40,28.00,14.36,10,14.60,0.28,0.24,0.00,3,104,0,0.00,17,6.38,4.71,1.07,17.50
248913,0.00,2.34,1,13.44,198,1356,0.5000,5.37,18.80,14.36,10,14.59,0.26,0.24,0.00,3,104,0,0.00,17,6.09,5.10,1.00,17.50
249017,0.00,2.34,1,13.52,198,1317,0.5000,5.56,13.90,14.36,10,14.59,0.25,0.25,0.00,3,104,0,0.00,17,5.95,5.10,1.00,17.50
249121,0.00,2.34,2,13.68,198,1288,0.5000,5.63,13.50,14.36,10,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.80,5.10,1.00,17.50
249224,0.00,2.34,2,13.60,198,1295,0.5000,5.63,13.80,14.36,10,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,5.10,1.00,17.00
249329,-1.56,2.34,2,13.44,198,1286,0.5000,5.63,14.00,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,5.10,1.00,17.00
249433,-1.56,2.34,1,13.52,198,1261,0.5000,5.56,14.10,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,5.10,1.00,17.00
249537,-2.34,2.34,1,13.60,198,1256,0.5000,5.46,14.10,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,5.10,1.00,17.00
249640,-3.12,2.34,1,13.60,198,1243,0.5000,5.43,14.10,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.51,5.10,1.00,17.00
249745,-3.91,2.34,1,13.60,198,1246,0.5000,5.40,14.00,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.51,5.10,1.00,17.00
249848,-4.69,2.34,1,13.60,198,1234,0.5000,5.40,14.00,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,5.10,1.00,17.00
249953,-5.47,2.34,1,13.52,198,1228,0.5000,5.40,13.90,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,4.71,1.00,17.00
250057,-7.03,2.34,1,13.52,198,1220,0.5000,5.37,13.80,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,4.71,1.00,17.00
250161,-7.81,2.34,1,13.60,198,1196,0.5000,5.37,13.70,14.36,8,14.60,0.26,0.27,0.00,3,104,0,0.00,17,5.66,4.71,1.00,16.50
250266,-8.59,2.34,1,13.60,198,1194,0.5000,5.30,13.60,14.36,8,14.60,0.26,0.26,0.00,3,104,0,0.00,17,5.66,4.71,1.00,16.50
250369,-9.38,2.34,1,13.60,198,1171,0.5000,5.27,13.60,14.36,8,14.61,0.26,0.27,0.00,3,104,0,0.00,17,5.66,4.71,1.00,16.50
250473,-9.38,2.34,1,13.60,198,1168,0.5000,5.27,13.60,14.36,8,14.61,0.27,0.27,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
250578,-10.16,2.34,1,13.60,198,1163,0.5000,5.24,13.70,14.36,8,14.61,0.27,0.27,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
250681,-10.16,2.34,1,13.68,198,1155,0.5000,5.15,13.70,14.36,8,14.61,0.27,0.26,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
250786,-10.94,2.34,1,13.60,198,1143,0.5000,5.12,13.70,14.36,8,14.62,0.27,0.27,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
250889,-10.94,2.34,1,13.68,198,1133,0.5000,5.08,13.80,14.36,8,14.62,0.27,0.27,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
250993,-11.72,2.34,1,13.60,198,1130,0.5000,5.08,13.90,14.36,8,14.62,0.27,0.27,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
251097,-11.72,2.34,1,12.56,198,1120,0.5000,5.02,14.00,14.36,8,14.62,0.27,0.27,0.00,3,104,0,0.00,17,5.80,4.71,1.00,16.50
