Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Fine Learning Knock Correction (4-byte)* (degrees),Fine Learning Table Offset* (index position),Ignition Base Timing* (degrees),Throttle Plate Opening Angle (4-byte)* (%),IAM (1-byte)** (multiplier)
547236,0.00,0.00,14.51,10,14.59,185,0.26,1459,0.00,22.50,97,3,0.00,25,5.80,7.18,5.88,99.90,0.00,1,24.50,6.21,0.5000
547338,0.00,0.00,14.51,10,14.58,185,0.27,1610,0.00,27.00,97,3,0.00,25,6.09,8.19,7.45,99.90,0.00,1,27.93,7.22,0.5000
547440,0.00,0.00,14.51,10,14.57,185,0.28,1716,0.00,29.50,97,3,0.00,25,6.24,8.68,7.45,99.90,0.00,1,30.03,7.37,0.5000
547542,0.00,0.00,14.51,10,14.56,185,0.29,1754,0.00,30.50,97,3,0.00,25,6.24,9.09,7.84,26.60,0.00,1,30.85,7.66,0.5000
547643,0.00,0.00,14.51,10,14.56,185,0.30,1763,0.00,31.00,97,3,0.00,25,6.38,9.60,8.24,21.10,0.00,1,31.42,7.95,0.5000
547746,0.00,0.00,14.51,10,14.56,185,0.31,1779,0.00,32.00,97,3,0.00,25,6.53,9.89,8.24,19.10,0.00,1,32.04,7.95,0.5000
547848,0.00,0.78,14.51,10,14.56,185,0.32,1794,0.00,32.50,97,3,0.00,25,6.67,9.66,8.24,18.20,0.00,1,32.45,7.95,0.5000
547950,0.00,0.00,14.51,10,14.56,185,0.32,1800,0.00,32.50,97,4,0.00,25,6.67,9.83,8.24,17.60,0.00,1,32.55,7.95,0.5000
548052,1.56,0.00,14.51,10,14.56,185,0.33,1810,0.00,32.50,97,4,0.00,25,6.53,9.79,8.24,17.00,0.00,1,32.88,7.81,0.5000
548154,3.91,0.00,14.51,8,14.56,185,0.32,1834,0.00,33.00,97,4,0.00,25,6.53,9.62,8.24,16.60,0.00,1,32.76,7.81,0.5000
548256,3.12,0.00,14.51,8,14.56,185,0.32,1845,0.00,33.00,97,4,0.00,25,6.53,9.58,8.24,16.00,0.00,1,32.79,7.81,0.5000
548358,3.91,0.00,14.51,8,14.56,185,0.32,1849,0.00,33.00,97,5,0.00,25,6.53,9.77,8.24,15.40,0.00,1,32.83,7.81,0.5000
548460,3.91,0.00,14.51,8,14.56,185,0.32,1851,0.00,33.00,97,5,0.00,25,6.67,11.64,9.02,16.60,0.00,1,33.04,9.39,0.5000
548562,3.12,0.78,14.51,8,14.56,185,0.35,1883,0.00,35.00,97,5,0.00,25,7.69,14.24,11.76,15.80,0.00,1,35.88,11.58,0.5000
548664,0.78,0.78,14.51,8,14.56,185,0.40,1924,0.00,37.50,97,6,0.00,25,8.56,15.07,12.16,14.10,0.00,1,38.35,11.73,0.5000
548767,2.34,0.78,14.51,8,14.57,185,0.44,1963,0.00,39.00,97,6,0.00,25,8.85,15.25,12.16,14.30,0.00,1,39.67,11.73,0.5000
548869,3.91,0.78,14.51,8,14.57,185,0.45,1963,0.00,40.00,97,6,0.00,25,9.14,15.19,12.16,14.10,0.00,1,40.50,11.58,0.5000
548970,7.03,0.78,14.51,8,14.57,185,0.46,1976,0.00,40.50,97,7,0.00,25,9.14,15.15,12.16,15.20,0.00,1,40.72,11.44,0.5000
549072,7.03,0.78,14.51,8,14.57,185,0.46,2003,0.00,40.00,97,7,0.00,25,9.00,15.32,12.16,15.30,0.00,1,40.55,11.44,0.5000
549175,7.03,0.78,14.51,8,14.57,185,0.46,1997,0.00,40.50,97,7,0.00,25,9.00,15.19,12.16,15.00,0.00,1,40.69,11.44,0.5000
549276,7.03,0.78,14.51,8,14.57,185,0.46,2024,0.00,40.50,97,8,0.00,25,9.00,15.37,12.16,14.60,0.00,1,40.66,11.44,0.5000
549378,7.03,0.78,14.51,8,14.57,185,0.46,2015,0.00,40.50,97,8,0.00,25,9.00,15.31,12.16,14.50,0.00,1,40.72,11.44,0.5000
549480,7.03,0.78,14.51,8,14.57,185,0.45,2022,0.00,40.50,97,8,0.00,25,9.00,15.63,12.16,14.60,0.00,1,40.73,11.43,0.5000
549582,7.81,0.78,14.51,8,14.57,185,0.46,2047,0.00,40.50,97,9,0.00,25,9.29,16.66,12.94,14.50,0.00,1,41.10,12.60,0.5000
549684,8.59,0.78,14.51,8,14.57,185,0.47,2044,0.00,41.50,97,9,0.00,25,9.58,17.40,13.33,14.30,0.00,1,42.11,12.74,0.5000
549787,10.94,0.78,14.51,8,14.58,185,0.49,2081,0.00,42.00,97,9,0.00,25,9.72,17.63,13.73,14.80,0.00,1,42.73,13.04,0.5000
549888,11.72,0.78,14.51,8,14.58,185,0.50,2082,0.00,42.50,97,10,0.00,25,9.72,17.55,13.73,15.10,0.00,1,43.06,13.04,0.5000
549990,10.94,0.78,14.51,8,14.58,185,0.50,2098,0.00,42.50,97,10,0.00,25,9.72,17.56,13.73,14.80,0.00,1,43.12,13.04,0.5000
550092,10.16,0.78,14.51,8,14.58,185,0.51,2124,0.00,42.50,97,11,0.00,25,9.72,18.14,13.73,14.40,0.00,1,43.17,13.04,0.5000
550195,10.16,0.78,14.51,8,14.58,185,0.51,2113,0.00,42.50,97,11,0.00,25,9.72,18.53,13.73,14.50,0.00,1,43.33,12.89,0.5000
550296,9.38,0.78,14.51,8,14.58,185,0.52,2139,0.00,43.00,97,11,0.00,25,10.01,19.61,14.12,14.40,0.00,1,43.87,14.34,0.5000
550398,10.16,0.78,14.51,8,14.58,185,0.53,2142,0.00,43.50,97,12,0.00,25,10.45,20.16,15.29,14.30,0.00,1,44.61,14.64,0.5000
550500,11.72,0.78,14.51,8,14.58,185,0.55,2163,0.00,44.00,97,12,0.00,25,10.45,20.49,15.29,14.00,0.00,1,44.83,14.78,0.5000
550602,12.50,0.78,14.51,8,14.58,185,0.56,2196,0.00,44.00,97,12,0.00,25,10.59,20.37,15.69,14.70,0.00,1,44.73,14.78,0.5000
550704,10.94,0.78,14.51,8,14.58,185,0.56,2206,0.00,44.00,97,13,0.00,25,10.59,20.37,15.69,14.40,0.00,1,44.65,14.78,0.5000
550806,10.16,0.78,14.51,8,14.58,185,0.56,2198,0.00,44.00,97,13,0.00,25,10.59,20.83,15.69,14.30,0.00,1,44.71,14.78,0.5000
550908,10.16,0.78,14.51,8,14.58,185,0.56,2208,0.00,43.50,97,13,0.00,25,10.45,20.82,15.29,14.40,0.00,1,44.58,14.64,0.5000
551010,8.59,0.78,14.51,8,14.58,185,0.56,2229,0.00,43.50,97,13,0.00,25,10.45,20.48,15.29,14.30,0.00,1,44.62,14.49,0.5000
551112,7.81,0.78,14.51,8,14.58,185,0.56,2237,0.00,44.00,97,14,0.00,25,10.30,21.04,14.90,14.20,0.00,1,44.90,14.34,0.5000
551215,7.81,0.78,14.51,8,14.58,185,0.56,2224,0.00,44.00,95,14,0.00,25,10.30,20.83,14.90,14.20,0.00,1,44.76,14.34,0.5000
551316,7.03,0.78,14.51,8,14.58,185,0.56,2235,0.00,44.00,95,14,0.00,25,10.30,20.71,15.29,14.30,0.00,1,44.65,14.49,0.5000
551418,7.03,0.78,14.51,8,14.58,185,0.56,2246,0.00,44.00,95,15,0.00,25,10.30,21.06,15.29,14.20,0.00,1,44.79,14.49,0.5000
551520,7.03,0.78,14.51,8,14.58,185,0.56,2268,0.00,44.00,95,15,0.00,25,10.30,21.51,15.29,14.30,0.00,1,44.73,14.64,0.5000
551622,7.03,0.78,14.51,8,14.58,185,0.56,2277,0.00,43.50,95,15,0.00,25,10.30,21.29,15.29,14.40,0.00,1,44.59,14.49,0.5000
551724,6.25,0.78,14.51,8,14.58,185,0.56,2282,0.00,43.50,95,16,0.00,25,10.30,21.39,15.29,14.50,0.00,1,44.61,14.49,0.5000
551827,6.25,0.78,14.51,8,14.58,185,0.56,2294,0.00,44.00,95,16,0.00,25,10.16,21.39,15.29,14.30,0.00,1,44.67,14.49,0.5000
551928,6.25,0.78,14.51,8,14.58,185,0.56,2284,0.00,43.50,95,16,0.00,25,10.16,21.85,15.29,14.30,0.00,1,44.60,14.49,0.5000
552030,6.25,0.78,14.51,8,14.58,185,0.57,2290,0.00,43.50,95,17,0.00,25,10.16,21.96,15.29,14.40,0.00,1,44.47,14.49,0.5000
552132,6.25,0.78,14.51,8,14.58,185,0.57,2297,0.00,43.50,95,17,0.00,25,10.16,21.51,15.29,14.50,0.00,1,44.54,14.49,0.5000
552234,6.25,0.78,14.51,8,14.58,185,0.56,2303,0.00,44.00,95,18,0.00,25,10.16,21.50,15.29,14.40,0.00,1,44.75,14.49,0.5000
552336,6.25,0.78,14.51,8,14.58,185,0.56,2314,0.00,44.00,95,18,0.00,25,10.16,21.74,15.29,14.40,0.00,1,44.60,14.49,0.5000
552438,7.03,0.78,14.51,8,14.58,185,0.56,2320,0.00,43.50,95,19,0.00,25,10.16,21.73,15.29,14.60,0.00,1,44.59,14.64,0.5000
552540,7.03,0.78,14.51,8,14.58,185,0.56,2327,0.00,44.00,95,19,0.00,25,10.01,21.74,15.29,14.60,0.00,1,44.60,14.64,0.5000
552642,7.03,0.78,14.51,8,14.58,185,0.56,2336,0.00,44.00,95,20,0.00,25,10.01,22.19,15.29,14.50,0.00,1,44.58,14.49,0.5000
552744,7.03,0.78,14.51,8,14.58,185,0.56,2342,0.00,44.00,95,20,0.00,25,10.01,21.73,15.29,14.50,0.00,1,44.70,14.49,0.5000
552846,7.03,0.78,14.51,8,14.58,185,0.56,2348,0.00,44.00,95,21,0.00,25,10.01,21.96,15.29,14.70,0.00,1,44.73,14.49,0.5000
552949,7.81,0.78,14.51,8,14.58,185,0.56,2356,0.00,44.00,95,21,0.00,25,9.87,22.64,15.29,15.30,0.00,1,44.63,14.64,0.5000
553051,7.81,0.78,14.51,8,14.58,185,0.57,2362,0.00,43.50,95,22,0.00,25,10.01,22.53,15.29,14.60,0.00,1,44.44,14.64,0.5000
553152,7.03,0.78,14.51,8,14.58,185,0.57,2370,0.00,43.50,95,22,0.00,25,10.01,22.87,15.69,14.50,0.00,1,44.43,14.78,0.5000
553254,7.81,0.78,14.51,8,14.58,185,0.57,2375,0.00,43.50,95,23,0.00,25,10.01,22.42,15.69,14.60,0.00,1,44.37,14.93,0.5000
553356,7.81,0.78,14.51,8,14.58,185,0.57,2384,0.00,43.50,93,23,0.00,25,10.01,22.98,15.69,14.80,0.00,6,44.34,14.93,0.5000
553459,8.59,0.78,14.51,8,14.58,185,0.57,2389,0.00,43.50,93,23,0.00,25,10.01,23.10,15.69,15.70,0.00,6,44.29,14.93,0.5000
553560,8.59,0.78,14.51,8,14.58,185,0.58,2394,0.00,43.50,93,19,0.00,25,10.01,25.55,15.69,15.40,0.00,6,44.08,14.93,0.5000
553663,9.38,0.78,14.51,8,14.58,185,0.58,2402,0.00,43.50,93,13,0.00,25,9.87,20.54,15.69,14.80,0.00,6,44.26,14.93,0.5000
553765,8.59,0.78,14.51,8,14.58,185,0.58,2427,0.00,43.50,93,9,0.00,25,9.87,23.47,15.69,14.50,0.00,6,44.09,14.78,0.5000
553866,8.59,0.78,14.51,8,14.57,185,0.58,2432,0.00,43.50,93,6,0.00,25,9.87,23.09,15.69,14.40,0.00,6,44.24,14.78,0.5000
553969,7.81,0.78,14.51,8,14.58,185,0.57,2438,0.00,43.50,93,4,0.00,25,9.87,22.75,15.69,14.40,0.00,6,44.33,14.93,0.5000
554071,7.03,0.78,14.51,8,14.58,185,0.57,2440,0.00,43.50,93,4,0.00,25,9.72,21.27,15.69,14.30,0.00,6,44.54,14.21,0.5000
554173,6.25,0.78,14.51,8,14.58,185,0.54,2406,0.00,44.00,93,3,0.00,25,8.27,17.19,10.59,14.40,0.00,6,43.34,8.69,0.5000
554275,2.34,0.78,14.51,8,14.60,185,0.44,2343,0.00,39.00,93,3,0.00,25,6.53,11.04,7.45,13.60,0.00,1,36.64,6.93,0.5000
554376,-1.56,0.78,14.51,8,14.59,185,0.35,2301,0.00,33.50,93,2,0.00,25,5.66,10.35,7.45,13.00,0.00,1,32.12,6.79,0.5000
554479,-5.47,0.78,14.51,8,14.59,185,0.30,2296,0.00,30.00,93,2,0.00,25,5.08,9.66,6.67,12.50,0.00,1,28.91,6.50,0.5000
554581,-7.81,0.00,14.51,8,14.58,185,0.27,2260,0.00,27.00,93,2,0.00,25,4.79,9.43,6.67,12.40,0.00,1,26.43,6.50,0.5000
554683,0.00,0.00,14.51,10,14.59,185,0.26,2227,0.00,25.00,93,1,0.00,25,4.79,9.09,6.67,12.40,0.00,1,24.13,6.50,0.5000
554786,0.00,0.00,14.51,10,14.58,185,0.25,2186,0.00,24.00,93,1,0.00,25,4.79,8.92,6.67,12.80,0.00,1,23.95,6.50,0.5000
554887,0.00,0.00,14.51,10,14.58,185,0.25,2188,0.00,24.00,93,1,0.00,25,4.79,8.63,6.67,13.40,0.00,1,23.95,6.21,0.5000
554989,0.00,0.00,14.51,10,14.58,185,0.24,2182,0.00,24.00,93,1,0.00,25,4.64,8.63,6.67,15.30,0.00,1,23.95,6.20,0.5000
555091,0.00,0.00,14.51,10,14.58,185,0.24,2118,0.00,24.00,93,1,0.00,25,4.64,8.41,6.67,16.40,0.00,1,23.95,6.36,0.5000
555192,0.00,0.00,14.51,10,14.57,185,0.24,2085,0.00,24.00,93,1,0.00,25,4.79,8.32,6.67,18.30,0.00,1,23.95,6.21,0.5000
555295,0.00,0.00,14.51,10,14.57,185,0.24,2082,0.00,24.00,93,2,0.00,25,4.79,8.14,6.27,21.90,0.00,1,23.95,6.06,0.5000
555397,0.00,0.00,14.51,10,14.57,185,0.24,2056,0.00,26.00,93,1,0.00,25,4.79,9.23,6.27,30.20,0.00,1,27.93,6.48,0.5000
555499,0.00,0.00,14.51,10,14.58,185,0.25,2218,0.00,31.00,93,1,0.00,25,6.09,14.92,11.37,48.10,0.00,1,33.22,11.86,0.5000
555601,0.00,0.78,14.51,10,14.59,185,0.34,2340,0.00,38.00,93,1,0.00,25,7.98,18.41,14.90,55.20,0.00,1,39.38,14.05,0.5000
555703,0.00,0.78,14.51,10,14.60,185,0.42,2377,0.00,41.00,93,2,0.00,25,8.85,19.23,14.90,17.90,0.00,1,41.52,14.34,0.5000
555805,0.00,0.78,14.51,10,14.59,185,0.47,2370,0.00,42.00,93,2,0.00,25,9.14,19.91,14.90,16.90,0.00,1,42.61,14.34,0.5000
555907,0.00,0.78,14.51,10,14.59,185,0.49,2380,0.00,42.50,93,2,0.00,25,9.29,20.24,14.90,16.70,0.00,1,43.20,14.20,0.5000
556009,0.00,0.78,14.51,10,14.59,185,0.50,2406,0.00,43.00,93,3,0.00,25,9.14,19.91,14.90,16.80,0.00,6,43.39,14.20,0.5000
556111,0.00,0.78,14.51,10,14.59,185,0.50,2406,0.00,43.00,93,4,0.00,25,9.14,19.91,14.90,16.50,0.00,6,43.31,14.20,0.5000
556213,2.34,0.78,14.51,8,14.59,185,0.13,2398,0.00,43.00,93,4,0.00,25,9.14,20.04,14.90,16.20,0.00,6,43.55,14.05,0.5000
556315,7.03,0.78,14.51,8,14.59,185,0.50,2396,0.00,43.00,93,5,0.00,25,9.14,20.30,14.90,16.10,0.00,6,43.68,14.05,0.5000
556417,8.59,0.78,14.51,8,14.59,185,0.51,2412,0.00,43.50,93,5,0.00,25,9.14,20.21,14.90,16.00,0.00,6,43.73,14.05,0.5000
556519,8.59,0.78,14.51,8,14.59,185,0.51,2402,0.00,43.50,93,6,0.00,25,9.14,20.81,14.90,15.70,0.00,6,43.76,14.05,0.5000
556621,8.59,0.78,14.51,8,14.59,185,0.51,2404,0.00,43.50,93,7,0.00,25,9.00,20.72,14.90,14.60,0.00,6,43.79,14.06,0.5000
556723,7.81,0.78,14.51,8,14.59,185,0.51,2402,0.00,43.50,93,7,0.00,25,9.14,20.31,14.51,14.30,0.00,6,43.70,13.91,0.5000
556825,7.81,0.78,14.51,8,14.59,185,0.51,2396,0.00,43.50,93,8,0.00,25,9.00,20.57,14.51,14.50,0.00,6,43.73,13.91,0.5000
556927,8.59,0.78,14.51,8,14.59,185,0.51,2400,0.00,43.50,91,9,0.00,25,9.00,20.48,14.51,14.50,0.00,6,43.84,13.91,0.5000
557029,7.81,0.78,14.51,8,14.59,185,0.51,2426,0.00,43.50,91,9,0.00,25,9.00,20.18,14.51,14.40,0.00,6,43.70,13.62,0.5000
557131,7.81,0.78,14.51,8,14.59,185,0.51,2429,0.00,43.00,91,10,0.00,25,8.85,20.31,14.12,14.40,0.00,6,43.61,13.33,0.5000
557233,7.03,0.78,14.51,8,14.59,185,0.50,2425,0.00,43.00,91,11,0.00,25,8.71,20.00,14.12,14.40,0.00,6,43.42,13.33,0.5000
557334,6.25,0.78,14.51,8,14.59,185,0.50,2425,0.00,43.00,91,11,0.00,25,8.71,20.05,14.12,14.40,0.00,6,43.31,13.33,0.5000
557437,5.47,0.78,14.51,8,14.59,185,0.50,2405,0.00,43.00,91,12,0.00,25,8.71,20.30,14.12,14.30,0.00,6,43.32,13.33,0.5000
557539,6.25,0.78,14.51,8,14.59,185,0.50,2408,0.00,43.00,91,13,0.00,25,8.71,20.22,14.12,14.30,0.00,6,43.43,13.33,0.5000
557641,6.25,0.78,14.51,8,14.59,185,0.50,2410,0.00,43.00,91,13,0.00,25,8.85,20.13,14.12,14.40,0.00,6,43.52,13.48,0.5000
557743,6.25,0.78,14.51,8,14.59,185,0.50,2416,0.00,43.00,91,14,0.00,25,8.85,18.06,14.12,14.40,0.00,6,43.38,13.47,0.5000
557845,6.25,0.78,14.51,8,14.59,185,0.51,2418,0.00,43.50,91,15,0.00,25,9.14,22.56,14.51,14.40,0.00,6,43.89,14.48,0.5000
557947,8.59,0.78,14.51,8,14.58,185,0.54,2452,0.00,44.50,91,15,0.00,25,10.30,25.50,17.65,15.20,0.00,6,44.40,17.25,0.5000
558049,10.94,0.78,14.51,8,14.57,185,0.59,2495,0.00,42.50,91,16,0.00,25,10.88,26.46,18.43,15.20,0.00,6,43.08,17.40,0.5000
558151,11.72,0.78,14.51,8,14.56,185,0.62,2492,0.00,42.00,91,17,0.00,25,10.88,27.18,18.43,15.00,0.00,6,42.34,17.40,0.5000
558253,10.94,0.78,14.51,8,14.54,185,0.64,2503,0.00,41.50,91,17,0.00,25,10.88,26.68,18.43,14.80,0.00,6,42.07,17.40,0.5000
558355,9.38,0.78,14.51,8,14.54,185,0.64,2530,0.00,41.50,91,18,0.00,25,11.03,27.18,18.43,14.20,0.00,6,41.98,17.25,0.5000
558458,7.81,0.78,14.51,8,14.54,185,0.65,2534,0.00,41.00,91,19,0.00,25,11.03,27.18,18.04,14.10,0.00,6,41.89,17.25,0.5000
558559,7.03,0.78,14.51,8,14.54,185,0.65,2519,0.00,41.00,91,19,0.00,25,11.03,28.39,18.43,14.10,0.00,6,41.66,17.68,0.5000
558661,7.03,0.78,14.51,8,14.53,185,0.66,2527,0.00,40.50,91,20,0.00,25,11.46,29.34,19.61,14.20,0.00,6,40.83,18.70,0.5000
558763,7.03,0.78,14.51,8,14.52,185,0.69,2560,0.00,40.00,91,20,0.00,25,11.61,29.70,19.61,14.40,0.00,6,40.49,18.70,0.5000
558865,6.25,0.78,14.51,8,14.51,185,0.69,2553,0.00,40.00,91,19,0.00,25,11.61,29.82,19.61,14.40,0.00,6,40.33,18.70,0.5000
558967,4.69,0.78,14.51,8,14.50,185,0.70,2583,0.00,39.50,91,15,0.00,25,11.61,30.42,19.61,14.20,0.00,6,40.20,18.70,0.5000
559070,3.91,0.78,14.51,8,14.51,185,0.70,2588,0.00,39.50,91,12,0.00,25,11.61,30.30,19.61,14.10,0.00,6,40.12,18.56,0.5000
559172,2.34,0.78,14.51,8,14.50,185,0.70,2574,0.00,39.50,91,8,0.00,25,11.75,30.66,19.61,14.10,0.00,6,40.12,18.70,0.5000
559274,1.56,0.78,14.51,8,14.50,185,0.71,2596,0.00,39.50,91,6,0.00,25,11.75,30.66,19.61,14.20,0.00,6,40.12,18.70,0.5000
559375,0.78,0.78,14.51,8,14.50,185,0.71,2578,0.00,39.50,91,5,0.00,25,11.90,30.78,19.61,14.30,0.00,6,40.12,18.70,0.5000
559477,0.00,0.78,14.51,8,14.49,185,0.71,2590,0.00,39.50,91,4,0.00,25,11.90,31.40,19.61,14.30,0.00,6,40.12,18.85,0.5000
559580,0.00,0.78,14.51,8,14.50,185,0.72,2618,0.00,39.50,91,3,0.00,25,12.04,32.12,20.00,14.30,0.00,6,40.12,19.43,0.5000
559682,0.00,0.78,14.51,8,14.49,185,0.73,2606,0.00,39.50,91,3,0.00,25,12.33,32.73,20.78,14.30,0.00,6,40.12,20.01,0.5000
559783,0.00,0.78,14.51,8,14.49,185,0.74,2643,0.00,39.50,91,3,0.00,25,12.48,33.09,21.18,14.40,0.00,6,40.12,20.16,0.5000
559885,0.00,0.78,14.51,8,14.48,185,0.75,2635,0.00,39.50,90,3,0.00,25,12.48,33.22,21.18,14.40,0.00,6,40.12,20.16,0.5000
559987,-0.78,0.78,14.51,8,14.49,185,0.75,2664,0.00,39.50,90,3,0.00,25,12.48,33.46,21.18,14.40,0.00,6,40.12,20.16,0.5000
560090,-1.56,0.78,14.51,8,14.48,185,0.76,2650,0.00,39.50,90,3,0.00,25,12.62,33.58,21.18,14.50,0.00,6,40.12,20.16,0.5000
560192,-1.56,0.78,14.51,8,14.48,183,0.76,2678,0.00,39.50,90,3,0.00,25,12.62,34.08,21.18,14.30,0.00,6,40.12,20.16,0.5000
560293,-2.34,0.78,14.51,8,14.47,183,0.76,2664,0.00,39.50,90,3,0.00,25,12.62,34.20,21.18,14.30,0.00,6,40.12,20.30,0.5000
560396,-2.34,0.78,14.51,8,14.48,183,0.76,2690,0.00,39.50,90,3,0.00,25,12.77,35.62,21.57,14.40,0.00,6,40.12,20.74,0.5000
560498,-1.56,0.78,14.51,8,14.47,183,0.78,2704,0.00,39.50,90,4,0.00,25,13.06,33.32,22.35,14.40,0.00,6,40.12,21.61,0.5000
560600,-1.56,0.78,14.51,8,14.47,183,0.79,2696,0.00,39.50,90,4,0.00,25,13.20,36.61,22.75,14.50,0.00,6,40.12,21.75,0.5000
560701,-1.56,0.78,14.51,8,14.46,183,0.81,2732,0.00,39.50,90,4,0.00,25,13.35,36.75,23.14,14.50,0.00,6,40.12,22.19,0.5000
560804,-1.56,0.78,14.51,8,14.46,183,0.81,2722,0.00,39.50,90,5,0.00,25,13.35,37.49,23.14,14.40,0.00,6,40.12,22.19,0.5000
560906,-1.56,0.78,14.51,8,14.46,183,0.82,2732,0.00,39.50,90,5,0.00,25,13.64,39.22,23.92,14.40,0.00,6,40.12,23.06,0.5000
561007,-0.78,0.78,14.51,8,14.46,183,0.84,2770,0.00,39.50,90,6,0.00,25,14.07,39.85,25.88,14.40,0.00,7,40.10,24.81,0.5000
561109,-1.56,0.78,14.51,8,14.45,183,0.86,2768,0.00,39.50,90,6,0.00,25,14.22,39.97,25.88,14.60,0.00,7,40.07,24.66,0.5000
561212,-2.34,0.78,14.51,8,14.45,183,0.86,2777,0.00,39.50,90,7,0.00,25,14.22,40.80,25.88,14.30,0.00,7,40.11,24.52,0.5000
561313,-2.34,0.00,14.51,8,14.45,183,0.87,2804,0.00,39.50,90,7,0.00,25,14.36,43.41,25.88,14.20,0.00,7,40.12,24.66,0.5000
561416,-2.34,0.00,14.51,8,14.45,183,0.88,2816,0.00,39.50,90,8,0.00,25,14.36,41.09,25.88,14.30,0.00,7,40.11,24.52,0.5000
561518,-3.12,0.00,14.51,8,14.45,183,0.88,2806,0.00,39.50,90,8,0.00,25,14.36,40.73,25.88,14.20,0.00,7,40.12,23.95,0.5000
561620,-4.69,0.00,14.51,8,14.45,183,0.87,2809,0.00,39.50,90,9,0.00,25,14.07,38.84,24.71,14.20,0.00,7,40.12,23.50,0.5000
561722,-3.91,0.00,14.51,8,14.45,183,0.87,2818,0.00,40.00,90,9,0.00,25,14.07,41.41,24.71,14.30,0.00,7,40.12,23.50,0.5000
561824,-4.69,0.00,14.51,8,14.45,183,0.87,2845,0.00,40.00,90,10,0.00,25,13.93,43.29,23.92,14.30,0.00,7,40.12,22.77,0.5000
561926,-5.47,0.00,14.51,8,14.46,183,0.87,2848,0.00,40.00,90,10,0.00,25,13.93,38.53,23.92,14.30,0.00,7,40.12,22.77,0.5000
562028,-5.47,0.00,14.51,8,14.46,183,0.87,2861,0.00,40.00,90,11,0.00,25,13.93,41.57,23.92,14.30,0.00,7,40.12,22.63,0.5000
562130,-5.47,0.00,14.51,8,14.46,183,0.87,2844,0.00,40.00,90,11,0.00,25,13.93,41.21,23.92,14.20,0.00,7,40.12,22.77,0.5000
562232,-3.91,0.00,14.51,8,14.46,183,0.87,2852,0.00,40.00,88,11,0.00,25,14.22,42.44,25.10,14.30,0.00,7,40.12,24.08,0.5000
562334,-3.12,0.00,14.51,8,14.46,183,0.88,2870,0.00,40.00,88,11,0.00,25,14.36,43.11,25.10,15.90,0.00,7,40.12,24.23,0.5000
562436,-2.34,0.00,14.51,8,14.46,183,0.89,2896,0.00,40.00,88,11,0.00,25,14.51,43.11,25.49,14.90,0.00,7,40.12,24.37,0.5000
562538,-2.34,0.00,14.51,8,14.46,183,0.90,2895,0.00,40.00,88,11,0.00,25,14.51,42.86,25.49,14.90,0.00,7,40.12,24.37,0.5000
562640,-2.34,0.00,14.51,8,14.46,183,0.90,2894,0.00,40.00,88,9,0.00,25,14.51,42.98,25.49,14.40,0.00,7,40.05,24.38,0.5000
562742,-3.12,0.00,14.51,8,14.47,183,0.90,2905,0.00,40.00,88,9,0.00,25,14.51,46.02,25.49,14.30,0.00,7,40.12,24.37,0.5000
562844,-2.34,0.00,14.51,8,14.47,183,0.90,2913,0.00,40.00,88,8,0.00,25,14.65,43.22,25.49,14.40,0.00,7,40.12,24.37,0.5000
562946,-2.34,0.00,14.51,8,14.47,183,0.89,2921,0.00,40.00,88,7,0.00,25,14.65,45.78,25.49,14.60,0.00,7,40.12,24.37,0.5000
563048,-2.34,0.00,14.51,8,14.47,183,0.89,2930,0.00,40.00,88,6,0.00,25,14.65,46.02,25.49,14.30,0.00,7,40.12,24.37,0.5000
563150,-2.34,0.00,14.51,8,14.47,183,0.89,2943,0.00,40.00,88,5,0.00,25,14.65,46.02,25.49,14.50,0.00,7,40.12,24.37,0.5000
563252,-1.56,0.00,14.51,8,14.47,183,0.89,2952,0.00,40.00,88,4,0.00,25,14.51,43.94,25.10,14.30,0.00,7,40.12,24.08,0.5000
563354,-2.34,0.00,14.51,8,14.48,183,0.89,2964,0.00,40.00,88,4,0.00,25,14.51,43.70,25.10,14.30,0.00,7,40.12,24.08,0.5000
563456,-1.56,0.00,14.51,8,14.48,183,0.89,2968,0.00,40.00,88,4,0.00,25,14.65,43.94,25.49,14.30,0.00,7,40.12,24.23,0.5000
563559,-2.34,0.00,14.51,8,14.48,183,0.89,2973,0.00,40.00,88,4,0.00,25,14.51,43.70,25.10,14.40,0.00,7,40.12,23.93,0.5000
563661,-1.56,0.00,14.51,8,14.48,183,0.89,2986,0.00,40.00,88,4,0.00,25,14.65,43.70,25.10,14.50,0.00,7,40.12,24.08,0.5000
563763,-0.78,0.00,14.51,8,14.48,183,0.88,3003,0.00,40.00,88,4,0.00,25,14.65,43.58,25.49,14.50,0.00,7,40.12,24.23,0.5000
