Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning #1 A (Stored)* (%),A/F Learning #1 B (Stored)* (%),A/F Learning #1 C (Stored)* (%),A/F Learning #1 D (Stored)* (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
61583,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
61659,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.03,14.80
61734,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.80
61809,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,695,0.5000,3.03,14.80
61883,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.00,14.80
61959,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.80
62033,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
62108,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.70
62183,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.70
62258,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,720,0.5000,3.03,14.70
62334,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
62409,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.70
62484,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,722,0.5000,3.03,14.70
62559,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,717,0.5000,3.00,14.70
62633,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
62708,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.03,14.70
62783,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,717,0.5000,3.03,14.70
62859,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.70
62933,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,723,0.5000,3.03,14.70
63009,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.70
63084,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,722,0.5000,3.03,14.70
63158,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,715,0.5000,3.03,14.70
63234,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.80
63309,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
63383,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,693,0.5000,3.03,14.70
63458,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.03,14.70
63533,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,690,0.5000,3.03,14.70
63609,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
63683,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,704,0.5000,3.03,14.80
63759,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,715,0.5000,3.00,14.80
63833,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.03,14.80
63909,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,684,0.5000,3.03,14.70
63983,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,688,0.5000,3.03,14.90
64059,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,692,0.5000,3.03,14.90
64134,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.80
64208,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,691,0.5000,3.03,14.80
64284,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.00,14.80
64359,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,2.98,14.80
64434,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,2.98,14.90
64509,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.00,14.70
64584,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,684,0.5000,3.03,14.70
64659,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,686,0.5000,3.03,14.70
64734,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,695,0.5000,3.00,14.90
64809,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.00,14.70
64883,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,2.98,14.80
64959,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.00,14.80
65033,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,2.98,15.00
65109,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,707,0.5000,2.98,14.70
65184,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,2.98,14.80
65259,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.00,14.80
65334,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,714,0.5000,3.00,14.80
65409,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.00,14.90
65484,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.00,14.80
65559,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.00,14.80
65634,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.00,15.00
65709,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.03,14.80
65784,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.00,14.80
65859,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,716,0.5000,3.03,14.80
65934,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,15.00
66009,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,3.03,14.80
66084,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,722,0.5000,3.03,14.90
66159,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.00,14.90
66234,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,3.03,15.10
66309,0.00,2.34,2.10,0.00,0.00,0.00,1,13.52,190,712,0.5000,2.98,14.90
66384,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,707,0.5000,3.03,15.10
66459,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,699,0.5000,3.03,15.10
66534,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,696,0.5000,3.03,15.00
66609,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,690,0.5000,3.03,14.80
66684,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,697,0.5000,3.03,14.80
66759,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,694,0.5000,3.03,14.80
66834,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,697,0.5000,3.03,14.90
66909,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,3.03,14.80
66984,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,693,0.5000,3.03,14.80
67059,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.80
67134,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,697,0.5000,3.00,14.80
67209,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,696,0.5000,3.00,14.80
67284,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.00,14.80
67359,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.80
67434,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,707,0.5000,3.00,14.80
67509,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.03,14.70
67584,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,703,0.5000,3.03,14.80
67659,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.80
67734,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
67809,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,715,0.5000,3.00,14.70
67884,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
67959,0.00,2.34,2.10,0.00,0.00,0.00,1,13.60,190,711,0.5000,3.03,14.70
68034,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,721,0.5000,3.03,14.70
68109,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
68185,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.70
68259,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.70
68334,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.60
68409,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,717,0.5000,3.03,14.70
68484,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,695,0.5000,3.03,14.70
68559,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.03,14.70
68634,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.70
68709,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.03,14.80
68784,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,690,0.5000,3.03,14.70
68859,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,686,0.5000,3.00,14.70
68934,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,691,0.5000,3.00,14.70
69009,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,694,0.5000,3.00,14.80
69084,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,703,0.5000,3.03,14.90
69159,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.00,14.90
69234,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.00,14.70
69309,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,688,0.5000,2.98,14.70
69385,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,685,0.5000,3.00,14.80
69459,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,682,0.5000,3.00,14.80
69535,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,690,0.5000,3.03,14.70
69609,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,688,0.5000,3.00,14.70
69684,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,688,0.5000,3.00,15.00
69759,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,701,0.5000,3.03,15.00
69834,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,699,0.5000,3.00,14.70
69910,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.03,14.80
69984,0.00,2.34,2.10,0.00,0.00,0.00,1,13.60,190,714,0.5000,3.00,14.80
70059,0.00,2.34,2.10,0.00,0.00,0.00,1,13.52,190,710,0.5000,3.00,14.80
70134,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.70
70209,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,711,0.5000,3.03,14.80
70284,0.00,2.34,2.10,0.00,0.00,0.00,1,13.92,190,714,0.5000,3.03,14.90
70359,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.90
70434,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.70
70509,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,715,0.5000,3.03,14.70
70585,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.03,14.70
70659,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.70
70734,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,711,0.5000,3.00,14.70
70809,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,692,0.5000,3.03,14.70
70884,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,682,0.5000,3.03,14.70
70959,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,691,0.5000,3.03,14.70
71034,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,694,0.5000,3.03,14.70
71110,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.80
71184,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,691,0.5000,3.00,14.70
71259,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.00,14.70
71335,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.03,14.70
71410,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.03,14.70
71485,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
71559,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,704,0.5000,3.03,14.70
71635,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.70
71710,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.70
71785,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.70
71860,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.70
71934,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.00,14.70
72010,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.70
72084,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.00,14.70
72160,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.70
72234,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.80
72309,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.90
72384,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
72460,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,725,0.5000,3.03,14.70
72535,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,723,0.5000,3.03,14.80
72609,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,719,0.5000,3.03,14.70
72685,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.60
72759,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.60
72835,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.70
72909,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,708,0.5000,3.03,14.70
72984,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.70
73060,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.70
73135,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,709,0.5000,3.03,14.70
73210,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.70
73285,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.03,14.70
73360,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,14.70
73435,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
73510,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,701,0.5000,3.03,14.80
73585,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.80
73660,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.03,14.80
73735,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,717,0.5000,3.03,14.80
73810,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,721,0.5000,3.03,14.80
73885,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,717,0.5000,3.03,14.70
73959,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.70
74035,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.80
74110,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,723,0.5000,3.03,14.80
74185,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
74260,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.70
74335,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.03,14.70
74410,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
74485,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,701,0.5000,3.03,14.70
74560,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.70
74634,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.80
74710,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.90
74785,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,674,0.5000,3.03,14.80
74860,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,686,0.5000,3.03,14.80
74935,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,697,0.5000,3.03,14.80
75010,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,15.00
75085,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,690,0.5000,3.00,14.80
75160,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,698,0.5000,3.03,14.80
75235,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.70
75310,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,2.98,14.80
75385,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.00,14.70
75460,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.00,14.70
75535,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
75610,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,728,0.5000,3.00,14.80
75684,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,730,0.5000,3.03,14.80
75760,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.03,14.80
75835,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
75910,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.03,14.80
75985,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.70
76060,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
76135,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
76210,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,715,0.5000,3.03,14.80
76285,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.03,14.80
76361,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,711,0.5000,3.03,14.80
76435,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.70
76510,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.00,14.80
76585,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
76659,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.60,190,716,0.5000,3.03,14.80
76735,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.70
76810,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.70
76885,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.70
76960,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
77035,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
77110,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.80
77185,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.70
77261,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.70
77335,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,703,0.5000,3.00,14.80
77410,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,712,0.5000,3.00,14.70
77485,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,2.98,14.80
77561,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
77635,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.00,14.80
77710,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
77785,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
77860,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.03,14.80
77935,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
78010,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.00,14.80
78085,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.80
78160,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,694,0.5000,3.03,14.80
78234,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
78310,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.70
78384,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.70
78460,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.70
78535,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,702,0.5000,3.03,14.70
78610,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,702,0.5000,3.03,14.70
78685,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,3.00,14.90
78761,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,693,0.5000,3.03,14.90
78835,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,3.03,15.00
78910,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.00,14.70
78985,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.00,14.90
79060,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.00,14.90
79135,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,703,0.5000,3.03,14.70
79210,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.00,14.80
79285,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.80
79360,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,698,0.5000,3.00,14.80
79435,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
79511,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,2.98,14.80
79585,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,3.00,14.70
79660,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,707,0.5000,3.03,14.70
79735,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.90
79810,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,695,0.5000,3.03,14.80
79885,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,691,0.5000,3.03,14.80
79961,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,686,0.5000,3.03,14.80
80035,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,684,0.5000,3.03,14.80
80110,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,693,0.5000,3.03,14.80
80185,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,3.03,14.70
80260,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.03,14.70
80335,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,689,0.5000,3.03,14.80
80410,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,693,0.5000,3.03,14.80
80485,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,707,0.5000,3.00,14.80
80560,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,703,0.5000,3.03,14.80
80635,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,15.00
80711,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.00,14.80
80785,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.03,14.80
80860,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.00,14.80
80935,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,734,0.5000,3.03,14.80
81010,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,734,0.5000,3.03,14.80
81085,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.80
81161,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,707,0.5000,3.03,14.80
81236,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,717,0.5000,3.03,14.70
81310,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
81386,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,724,0.5000,3.03,14.70
81460,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,728,0.5000,3.03,14.70
81535,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,728,0.5000,3.03,14.70
81610,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,736,0.5000,3.03,14.80
81685,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,722,0.5000,3.03,14.70
81760,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,720,0.5000,3.03,14.70
81835,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
81912,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.03,14.90
